"Fall 2025"
"Generated 4/7/2026, 4:16:25 PM"
,"CLSS ID","CRN","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Schedule Type","Title","Meeting Pattern","Meetings","Instructor","Room","Status","Part of Term","Custom Start Date","Custom End Date","Session","Campus","Print/Web","Special Approval","Credit Hrs","Attributes","Course Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Wait Cap","Wait Total","Attend Mthd","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Attend Meth","Link To","Comments","Section Notes#1","Section Notes#2","Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Cohort 
Include/Exclude","Restrictions
Cohort"
,"2068","73831","Fall 2025","202570","MATH","MATH","110B","MATH 110B","73831 (501)","Calculus II","","Lecture","","TR 5:40pm-7:55pm","TR 5:40pm-7:55pm [Lecture (Class)]","Fuchs, Katia (@00242317) [Primary, 100%]","HBB 251","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","26","35","0","0","0","W","","","","","","","","Room request - BATL 713","","This course will take place in person on the Ocean campus. Students can <a href=""mailto:efuchs@ccsf.edu?subject=Question%20about%20MATH%20110A%20CRN%20XXXXX"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"432","70967","Fall 2025","202570","MATH","MATH","110B","MATH 110B","70967 (831)","Calculus II","Calculus II","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Nguyen, Sean (W99184420) [Primary, 100%]","No Room Assigned","Active","Full Term (8/15/25 to 12/19/25)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","37","40","37","0","0","WI","","","","","","","","","","This class requires use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/snguyen/home"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"431","70965","Fall 2025","202570","MATH","MATH","110B","MATH 110B","70965 (961)","Calculus II","Calculus II","Online Hybrid","","W 8:10am-10:25am","W 8:10am-10:25am [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","JDVL 810; No Room Assigned","Active","16 week session (9/2/25 to 12/19/25)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","36","40","29","0","0","DI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meetings will take place on Wednesdays 8:10am - 10:25am on the Ocean Campus. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/jameybass/home"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1103","72453","Fall 2025","202570","MATH","MATH","110B","MATH 110B","72453 (962)","Calculus II","Calculus II","Online Hybrid","","T 4:30pm-6:45pm","T 4:30pm-6:45pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","CHNB 1105; No Room Assigned","Active","16 week session (9/2/25 to 12/19/25)","","","Day","Chinatown/North Beach","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","32","40","29","0","0","DI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meetings will take place on Tuesdays from 4:30pm to 6:45pm at the Chinatown campus. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/jameybass/home"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2233","74047","Fall 2025","202570","MATH","MATH","110B","MATH 110B","74047 (DE1)","Calculus II","","Lecture","","MW 12:10pm-2:45pm","MW 12:10pm-2:45pm [Lecture (Class)]","Staff [Primary, 100%]","General Assignment Room","Cancelled","16 week session (9/2/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","0","0","0","D","","","","","","","","This class replaces Thomas's 110C CRN 70971. I'm requesting CLOU267. Thank you!","","This 16 week class meets in person on the Ocean campus. Students can <a href=""mailto:thu@ccsf.edu?subject=Question%20about%20MATH%20110C%20CRN%2070971"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 110C - Calculus III"
,"433","70968","Fall 2025","202570","MATH","MATH","110C","MATH 110C","70968 (002)","Calculus III","Calculus III","Lecture","","TR 11:10am-1:25pm","TR 11:10am-1:25pm [Lecture (Class)]","Lee, Theodore (W00001670) [Primary, 100%]","BATL 753 - General Classroom","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","25","35","21","0","0","W","","","","","","","","",""," This class will be taught in person at the Ocean campus. Students can <a href=""mailto:tblee@ccsf.edu?subject=Question%20about%20MATH%20110C%20CRN%2070968"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"1104","72454","Fall 2025","202570","MATH","MATH","110C","MATH 110C","72454 (003)","Calculus III","Calculus III","Lecture","","TR 2:10pm-4:45pm","TR 2:10pm-4:45pm [Lecture (Class)]","Liu, Renee (W00703406) [Primary, 100%]","HC 205","Active","16 week session (9/2/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","35","35","38","0","0","D","","","","","","","","","","This class will be taught in person at the Ocean Campus. Students can <a href=""mailto:rliu@ccsf.edu?subject=Question%20about%20MATH%20110C%20CRN%2072454"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"435","70972","Fall 2025","202570","MATH","MATH","110C","MATH 110C","70972 (961)","Calculus III","Calculus III","Online Hybrid","","F 8:10am-10am","F 8:10am-10am (10/24/2025) [Lecture (Class)]; F 8:10am-10am (12/12/2025) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","STEM 102; No Room Assigned","Active","16 week session (9/2/25 to 12/19/25)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","47","65","33","0","0","DI","","","","","","","","We increased the enrollment cap for this section to 65 and need a larger room for the two in-person meetings. I'd like to switch rooms for both of these meetings to STEM 102. Thank you!","","This class requires two in-person meetings - one for the midterm and one for the final. The Midterm exam will take place on Friday October 24, and the Final exam will take place on Friday December 12, both 8:10am - 10:00am on the Ocean Campus. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/jameybass/home"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"434","70971","Fall 2025","202570","MATH","MATH","110C","MATH 110C","70971 (DE1)","Calculus III","Calculus III","Lecture","","MW 12:10pm-2:25pm","MW 12:10pm-2:25pm [Lecture (Class)]","Staff [Primary, 100%]","General Assignment Room","Cancelled","Full Term (8/15/25 to 12/19/25)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","23","0","0","W","","","","","","","","BATL 713 is available - Page's STAT 80 has been moved out of it. ","","This class meets in person on the Ocean campus. Students can <a href=""mailto:thu@ccsf.edu?subject=Question%20about%20MATH%20110C%20CRN%2070971"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 110S - Support for Calculus I"
,"2074","73832","Fall 2025","202570","MATH","MATH","110S","MATH 110S","73832 (S01)","Support for Calculus I","","Lecture","","TR 10:40am-11:30am","TR 10:40am-11:30am [Lecture (Class)]","Bravewoman, Mary (W00003384) [Primary, 100%]","HC 213","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","2"," Women's and Gender Studies","","20","35","0","0","0","W","","","","","","","","Room request - HC 213","","This is the co-requisite support class for Math 110A section S01. Both sections (CRNs 73826 and 73832)MUST be added together. Course policies are the same for both courses. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"2082","73833","Fall 2025","202570","MATH","MATH","110S","MATH 110S","73833 (S02)","Support for Calculus I","","Lecture","","TR 2:40pm-3:30pm","TR 2:40pm-3:30pm [Lecture (Class)]","Dadmehr, Shireen (WA2985154) [Primary, 100%]","JDVL 804","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: No Course Materials","","40","35","0","0","0","W","","","","","","","","","","This is the co-requisite support class for Math 110A section S02. Both sections (CRNs 73827 and 73833) MUST be added together. Course policies are the same for both courses. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"2076","73834","Fall 2025","202570","MATH","MATH","110S","MATH 110S","73834 (S61)","Support for Calculus I","","Lecture","","M 6:10pm-8pm","M 6:10pm-8pm [Lecture (Class)]","Lockman, Kendra (@00242494) [Primary, 100%]","MIC 321- General Classroom","Active","Full Term (8/15/25 to 12/19/25)","","","Evening","Mission","Yes","(None Assigned)","2","InsMa: No Course Materials","","22","40","0","0","0","W","","","","","","","","Class is in MISSION not OCEAN campus. I made an error with the 110A class - putting it as OCEAN. But they're both MISSION. ","","This is the co-requisite support class for Math 110A section S61. Both sections(CRNs 73828 and 73864) MUST be added together. Course policies are the same for both courses.
","Exclude (E)","High School Exemption (CHSS) ","",""
,"2078","73835","Fall 2025","202570","MATH","MATH","110S","MATH 110S","73835 (S62)","Support for Calculus I","","Lecture","","W 2:10pm-4pm","W 2:10pm-4pm [Lecture (Class)]","Lockman, Kendra (@00242494) [Primary, 100%]","BATL 713- General Classroom","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: No Course Materials","","25","40","0","0","0","W","","","","","","","","Room request - BATL 349","","This is the co-requisite support class for Math 110A section S62. Both sections (CRNs 73829 and 73835) MUST be added together. Course policies are the same for both courses.
","Exclude (E)","High School Exemption (CHSS) ","",""
,"2080","73836","Fall 2025","202570","MATH","MATH","110S","MATH 110S","73836 (S63)","Support for Calculus I","","Lecture","","TR 11:40am-12:30pm","TR 11:40am-12:30pm [Lecture (Class)]","Saunders, Katharine (W00004261) [Primary, 100%]","BATL 713- General Classroom","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: No Course Materials","","43","40","0","0","0","W","","","","","","","","Room request - BATL 713","","This is the co-requisite support class for Math 110A section S62. Both sections (CRNs 73830 and 73836) MUST be added together. Course policies are the same for both courses.
","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 115 - Discrete Mathematics"
,"436","70973","Fall 2025","202570","MATH","MATH","115","MATH 115","70973 (002)","Discrete Mathematics","Discrete Mathematics","Lecture","","TR 9:40am-10:55am","TR 9:40am-10:55am [Lecture (Class)]","Mohammadzadeh, Sonny (@00256571) [Primary, 100%]","ART 315 - General Classroom","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","33","35","32","0","0","W","","","","","","","","","","This class meets in person on the Ocean campus. Students can <a href=""mailto:smohammadzadeh@ccsf.edu?subject=Question%20about%20MATH%20115%20CRN%2070973"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"437","70975","Fall 2025","202570","MATH","MATH","115","MATH 115","70975 (501)","Discrete Mathematics","Discrete Mathematics","Lecture","","W 5:10pm-8pm","W 5:10pm-8pm [Lecture (Class)]","Rebouh, Mousa (W00228633) [Primary, 100%]","HC 204 - Smart classroom w/ blacked out curtains @","Active","Full Term (8/15/25 to 12/19/25)","","","Evening","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","22","35","41","0","0","W","","","","","","","","","","This class will meet in person on the Ocean campus. Students can <a href=""mailto:mrebouh@ccsf.edu?subject=Question%20about%20MATH%20115%20CRN%2070975"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"1149","72595","Fall 2025","202570","MATH","MATH","115","MATH 115","72595 (931)","Discrete Mathematics","Discrete Mathematics","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Nguyen, Sean (W99184420) [Primary, 100%]; Nguyen, Sean (W99184420) [100%]","No Room Assigned","Active","16 week session (9/2/25 to 12/19/25)","","","Evening","Online","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","61","65","39","0","0","DI","","","","","","","","","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/snguyen/home"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2069","73837","Fall 2025","202570","MATH","MATH","115","MATH 115","73837 (DE1)","Discrete Mathematics","","Lecture","","MW 12:40pm-1:55pm","MW 12:40pm-1:55pm [Lecture (Class)]","Staff [Primary, 100%]","General Assignment Room","Cancelled","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","35","0","0","0","W","","","","","","","","","","This class will be taught in person on the Ocean campus. Students can <a href=""mailto:wwong@ccsf.edu?subject=Question%20about%20MATH%20115%20CRN%2073837"">send email</a> to the instructor if they have questions before the semester begins. ","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 120 - Linear Algebra"
,"1105","72456","Fall 2025","202570","MATH","MATH","120","MATH 120","72456 (501)","Linear Algebra","Linear Algebra","Lecture","","W 5:10pm-8pm","W 5:10pm-8pm [Lecture (Class)]","Ivanov, Dmitriy (W00219603) [Primary, 100%]","JDVL 805","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","24","35","20","0","0","W","","","","","","","","","","This class will meet in person on the Ocean campus. Students can <a href=""mailto:divanov@ccsf.edu?subject=Question%20about%20MATH%20120%20CRN%2072456"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"2150","73963","Fall 2025","202570","MATH","MATH","120","MATH 120","73963 (962)","Linear Algebra","","Online Hybrid","","F 1:10pm-4pm","F 1:10pm-4pm (10/17/2025) [Lecture (Class)]; F 1:10pm-4pm (12/12/2025) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Rankenburg, Peter (@00280788) [Primary, 100%]","HBB 380; No Room Assigned","Active","16 week session (9/2/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","29","40","0","0","0","DI","","","","","","","","","","There will be two in-person meetings - one for the midterm exam and one for the final exam. The midterm exam will take place on Friday October 17 1pm - 4pm, and the final exam will take place on Friday December 12 1pm - 4pm. The instructor will also require students to meet on various days by CityZoom in order to complete assessments. For more information about how the instructor conducts these assessments and the proposed dates, students should refer to the <a href=""https://ccsf.instructure.com/courses/55854"">instructor's website</a>. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is XX weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1752","73544","Fall 2025","202570","MATH","MATH","120","MATH 120","73544 (DE1)","Linear Algebra","Linear Algebra","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (Class)]","Staff [Primary, 100%]","No Room Assigned","Cancelled","16 week session (9/2/25 to 12/19/25)","","","Day","Online","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","0","35","0","0","DI","","","","","","","","","","The instructor will require students to meet on various days by CityZoom in order to complete assessments. For more information about how the instructor conducts these assessments and the proposed dates, students should refer to the <a href=""https://ccsf.instructure.com/courses/55854"">instructor's website</a>. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"2070","73838","Fall 2025","202570","MATH","MATH","120","MATH 120","73838 (DE2)","Linear Algebra","","Online Hybrid","","R 4:40pm-5:55pm","R 4:40pm-5:55pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Staff [Primary, 100%]; Staff [Primary, 100%]","General Assignment Room","Cancelled","16 week session (9/2/25 to 12/19/25)","","","Day","Mission","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","0","40","0","0","0","DI","","","","","","","","Room request - MIC 231","","This class requires in-person meetings and the use of Canvas. In-person meetings will take place on Thursdays, 4:40 - 5:55pm on the Mission campus. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. For course details, students must check the <a href=""https://shawnwiggins.github.io"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 130 - Linear Alg & Diff Equations"
,"2071","73839","Fall 2025","202570","MATH","MATH","130","MATH 130","73839 (001)","Linear Alg & Diff Equations","","Lecture","","TR 2:10pm-4:25pm","TR 2:10pm-4:25pm [Lecture (Class)]","Lee, Theodore (W00001670) [Primary, 100%]","BATL 611 - Smart Classroom","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","14","35","0","0","0","W","","","","","","","","Room request - BATL 611","","This class will be taught in person at the Ocean campus. Students can <a href=""mailto:tblee@ccsf.edu?subject=Question%20about%20MATH%20130%20CRN%20*****"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"438","70977","Fall 2025","202570","MATH","MATH","130","MATH 130","70977 (501)","Linear Alg & Diff Equations","Linear Algebra and Differential Equations","Lecture","","TR 5:10pm-7:25pm","TR 5:10pm-7:25pm [Lecture (Class)]","Ivanov, Dmitriy (W00219603) [Primary, 100%]","HC 215","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","47","35","33","0","0","W","","","","","","","","","","This class will meet in person on the Ocean campus. Students can <a href=""mailto:divanov@ccsf.edu?subject=Question%20about%20MATH%20130%20CRN%2070977"">send email</a> to the instructor if they have questions before the semester begins.  ","Exclude (E)","High School Exemption (CHSS) ","",""
,"439","70979","Fall 2025","202570","MATH","MATH","130","MATH 130","70979 (961)","Linear Alg & Diff Equations","Linear Algebra and Differential Equations","Online Hybrid","","F 10:10am-12pm","F 10:10am-12pm (10/24/2025) [Lecture (Class)]; F 10:10am-12pm (12/12/2025) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","STEM 317; No Room Assigned","Active","16 week session (9/2/25 to 12/19/25)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","32","40","38","0","0","DI","","","","","","","","Change the 2 in-person meetings from ART 314 to STEM 317.","","This class requires two in-person meetings - one for the midterm and one for the final. The Midterm exam will take place on Friday October 24, and the Final exam will take place on Friday December 12, both 10:10am - 12pm on the Ocean Campus. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. For course details, students must check the <a href=""https://sites.google.com/mail.ccsf.edu/jameybass/home"">instructor's website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 70 - Liberal Arts Math"
,"1410","73042","Fall 2025","202570","MATH","MATH"," 70","MATH 70","73042 (001)","Liberal Arts Math","Liberal Arts Math","Lecture","","MW 11:10am-12:25pm","MW 11:10am-12:25pm [Lecture (Class)]","Lockman, Kendra (@00242494) [Primary, 100%]","BATL 713- General Classroom","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics;  Women's and Gender Studies","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","18","35","23","0","0","W","","","","","","","","BATL 553 is not a classroom - it's been turned into an office, or so we are told. 
BATL 349 if possible. 
STEAM 317 is available.","","This class is taught in person at the Ocean campus. Students can <a href=""mailto:klockman@ccsf.edu?subject=Question%20about%20MATH%2070%20CRN%2073042"">send email</a> to the instructor if they have questions before the semester begins.  Focus: Women's and Gender Studies. Emphasis on examining how society shapes women's views towards math. Use of math examples related to women's lives.","Exclude (E)","High School Exemption (CHSS) ","",""
,"440","70994","Fall 2025","202570","MATH","MATH"," 70","MATH 70","70994 (002)","Liberal Arts Math","Liberal Arts Math","Lecture","","MW 11:40am-12:55pm","MW 11:40am-12:55pm [Lecture (Class)]","Nanjo, Jean (W00700703) [Primary, 100%]","HC 205","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","31","35","32","0","0","W","","","","","","","","","","This class is taught in person at the Ocean campus. Students can <a href=""mailto:jnanjo@ccsf.edu?subject=Question%20about%20MATH%2070%20CRN%2070994"">send email</a>  to the instructor if they have questions before the semester begins. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"441","70995","Fall 2025","202570","MATH","MATH"," 70","MATH 70","70995 (003)","Liberal Arts Math","Liberal Arts Math","Lecture","","MW 1:10pm-2:25pm","MW 1:10pm-2:25pm [Lecture (Class)]","Fahey, Adam (@00171334) [Primary, 100%]","CLOU 260 - Smart Classroom","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","25","35","21","0","0","W","","","","","","","","","","This class meets in person on the Ocean campus. Students <a href=""mailto:afahey@ccsf.edu?subject=Question%20about%20MATH%2070%20CRN%2070998=5"">send email</a> to the instructor if they have questions before the semester begins. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"1106","72457","Fall 2025","202570","MATH","MATH"," 70","MATH 70","72457 (004)","Liberal Arts Math","Liberal Arts Math","Lecture","","MW 2:10pm-3:25pm","MW 2:10pm-3:25pm [Lecture (Class)]","Maoujoudi, Abdelhak (@00286331) [Primary, 100%]","HC 206","Active","Full Term (8/15/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","11","35","30","0","0","W","","","","","","","","","","This section meets in person on the Ocean campus. Students <a href=""mailto:amaoujoudi@ccsf.edu?subject=Question%20about%20MATH%2070%20CRN%2072457"">send email</a> to the instructor if they have questions before the semester begins. ","Exclude (E)","High School Exemption (CHSS) ","",""
,"1107","72458","Fall 2025","202570","MATH","MATH"," 70","MATH 70","72458 (005)","Liberal Arts Math","Liberal Arts Math","Lecture","","TR 11:10am-1:20pm","TR 11:10am-1:20pm [Lecture (Class)]; Does Not Meet [Lecture (Class)]","Greenberg, Mike (@00243537) [Primary, 100%]; Greenberg, Mike (@00243537) [100%]","BATL 611 - Smart Classroom; No Room Assigned","Active","12 week session (9/29/25 to 12/19/25)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","29","35","31","0","0","D","","","","","","","","BATL 553 is an office - not a classroom. 

JDVL 810 is available. ","","This class meets in person at the Ocean campus. Students can <a href=""mailto:mgreenberg@ccsf.edu?subject=Question%20about%20MATH%2070%20CRN%2072458"">send email</a> to the instructor before the semester begins. ","Exclude (E)","High School Exemption (CHSS) ","",""
