"Spring 2026"
"Generated 4/28/2026, 8:31:04 AM"
,"CLSS ID","CRN","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Schedule Type","Title","Meeting Pattern","Meetings","Instructor","Room","Status","Part of Term","Custom Start Date","Custom End Date","Session","Campus","Print/Web","Special Approval","Credit Hrs","Attributes","Course Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Wait Cap","Wait Total","Attend Mthd","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Attend Meth","Link To","Comments","Section Notes#1","Section Notes#2","Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Cohort 
Include/Exclude","Restrictions
Cohort"
,"655","32761","Spring 2026","202630","MATH","MATH","110B","MATH 110B","32761 (501)","Calculus II","Calculus II","Lecture","","TR 6:10pm-8:45pm","TR 6:10pm-8:45pm [Lecture (Class)]","Rankenburg, Peter (@00280788) [Primary, 100%]","MIC 321- General Classroom","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Mission","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason;  Honors Available; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","21","35","5","0","0","D","","","","","","","","","","This 16-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Mission Center.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1013","34608","Spring 2026","202630","MATH","MATH","110B","MATH 110B","34608 (961)","Calculus II","Calculus II","Online Hybrid","","W 6:10pm-8:25pm","W 6:10pm-8:25pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","CHNB 1401; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Chinatown/North Beach","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","23","40","23","0","0","DI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/jameybass"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1154","34899","Spring 2026","202630","MATH","MATH","110B","MATH 110B","34899 (962)","Calculus II","Calculus II","Online Hybrid","","TR 10:10am-11:25am","TR 10:10am-11:25am [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]; Does Not Meet [Online Learning (To Be Arranged)]","Saunders, Katharine (W00004261) [Primary, 100%]; Saunders, Katharine (W00004261) [100%]","STEM 102; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","72","65","21","0","0","DI","","","","","","","","Room Request: BATL 713 or a smart classroom with a teacher workstation.","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/mathspider"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1854","36005","Spring 2026","202630","MATH","MATH","110B","MATH 110B","36005 (963)","Calculus II","Calculus II","Online Hybrid","","F 8:10am-10am","F 8:10am-10am (03/13/2026) [Lecture (Class)]; F 8:10am-10am (05/15/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","HBB 398; HBB 380; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","29","40","28","0","0","DI","","","","","","","","Room Request: BATL 753 or same Room as MATH 130 (961)","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/jameybass"">Instructor's Website</a>.

","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 110C - Calculus III"
,"73","30242","Spring 2026","202630","MATH","MATH","110C","MATH 110C","30242 (001)","Calculus III","Calculus III","Lecture","","TR 11:10am-1:25pm","TR 11:10am-1:25pm [Lecture (Class)]","Lee, Theodore (W00001670) [Primary, 100%]","BATL 653 - Smart Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","22","35","21","0","0","W","","","","","","","","Room Request: BATL 611 or Batmale 6th/7th floor, Smart Classroom","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"75","30245","Spring 2026","202630","MATH","MATH","110C","MATH 110C","30245 (002)","Calculus III","Calculus III","Lecture","","MW 2:10pm-4:45pm","MW 2:10pm-4:45pm [Lecture (Class)]; Does Not Meet [Lecture (Class)]","Liu, Renee (W00703406) [Primary, 20%]; Liu, Renee (W00703406) [80%]","HC 205; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","38","35","33","0","0","D","","","","","","","","Room Request: HC 205 or HC 206","","This 16-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2329","36450","Spring 2026","202630","MATH","MATH","110C","MATH 110C","36450 (501)","Calculus III","","Lecture","","MW 6:10pm-8:25pm","MW 6:10pm-8:25pm [Lecture (Class)]","Rankenburg, Peter (@00280788) [Primary, 100%]","HC 215","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","30","35","0","0","0","W","","","","","","","","","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"424","31584","Spring 2026","202630","MATH","MATH","110C","MATH 110C","31584 (961)","Calculus III","Calculus III","Online Hybrid","","R 8:10am-10:25am","R 8:10am-10:25am [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","JDVL 801; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","38","40","37","0","0","DI","","","","","","","","Room Request: A smart classroom with a teacher workstation","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/jameybass"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 110S - Support for Calculus I"
,"2101","36256","Spring 2026","202630","MATH","MATH","110S","MATH 110S","36256 (S04)","Support for Calculus I","","Lecture","","TR 11:40am-12:30pm","TR 11:40am-12:30pm [Lecture (Class)]","Fuchs, Katia (@00242317) [Primary, 100%]","BATL 753 - General Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: Low-Cost Material","","29","35","0","0","0","W","","","","","","","","Room Request: BATL 753 or smart classroom with teacher workstation and same room as MATH 110A-S04","","This is the co-requisite support class for MATH 110A CRN 30230. CRNs 30230 and 36256 must be added together. The course policies are the same for both courses.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2117","36258","Spring 2026","202630","MATH","MATH","110S","MATH 110S","36258 (S06)","Support for Calculus I","","Lecture","","TR 2:10pm-3pm","TR 2:10pm-3pm [Lecture (Class)]","Dadmehr, Shireen (WA2985154) [Primary, 100%]","HC 206","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: No-Cost OER;  Women's and Gender Studies","","34","35","0","0","0","W","","","","","","","","Room Request: Same classroom (with windows) as MATH 110A (S06)","","This is the co-requisite support class for MATH 110A CRN 36252. CRNs 36252 and 36258 must be added together. The course policies are the same for both courses.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2132","36259","Spring 2026","202630","MATH","MATH","110S","MATH 110S","36259 (S07)","Support for Calculus I","","Lecture","","MW 9:10am-10am","MW 9:10am-10am [Lecture (Class)]","Hu, Thomas (W00001619) [Primary, 100%]","HBB 261","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: Low-Cost Material","","17","35","0","0","0","W","","","","","","","","Room Request: HBB and same room as MATH 110A (S07)","","This is the co-requisite support class for MATH 110A CRN 36253. CRNs 36253 and 36259 must be added together. The course policies are the same for both courses.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2023","36260","Spring 2026","202630","MATH","MATH","110S","MATH 110S","36260 (S61)","Support for Calculus I","","Lecture","","MW 11:10am-12pm","MW 11:10am-12pm [Lecture (Class)]","Lum, Lily (W00076775) [Primary, 100%]","CHNB 605","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Chinatown/North Beach","Yes","(None Assigned)","2","InsMa: No-Cost OER","","24","40","0","0","0","W","","","","","","","","Room Request: CHNB 1401 or other Smart classroom with a teacher workstation and same room as MATH 110A (S61)","","This is the co-requisite support class for MATH 110A CRN 30232. CRNs 30232 and 36260 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2097","36261","Spring 2026","202630","MATH","MATH","110S","MATH 110S","36261 (S62)","Support for Calculus I","","Lecture","","W 2:10pm-4pm","W 2:10pm-4pm [Lecture (Class)]","Lockman, Kendra (@00242494) [Primary, 100%]","BATL 713- General Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: No-Cost OER","","15","40","0","0","0","W","","","","","","","","Room Request: Batmale 753 or a smart classroom with a teacher workstation and the same as MATH 110A (S62)","","This is the co-requisite support class for MATH 110A CRN 36254. CRNs 36254 and 36261 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2098","36262","Spring 2026","202630","MATH","MATH","110S","MATH 110S","36262 (S63)","Support for Calculus I","","Lecture","","M 6:10pm-8pm","M 6:10pm-8pm [Lecture (Class)]","Lockman, Kendra (@00242494) [Primary, 100%]","MIC 274 - General Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Mission","Yes","(None Assigned)","2","InsMa: No-Cost OER","","15","40","0","0","0","W","","","","","","","","","","This is the co-requisite support class for MATH 110A CRN 36255. CRNs 36255 and 36262 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Mission Center.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 115 - Discrete Mathematics"
,"76","30246","Spring 2026","202630","MATH","MATH","115","MATH 115","30246 (001)","Discrete Mathematics","Discrete Mathematics","Lecture","","TR 9:40am-10:55am","TR 9:40am-10:55am [Lecture (Class)]","Mohammadzadeh, Sonny (@00256571) [Primary, 100%]","JDVL 805","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","37","35","30","0","0","W","","","","","","","","Room Request: CLOU 202, ART 315, or a smart classroom with a teacher workstation, and the same as STAT C1000 (S62) and STAT 80S (S62)","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2234","36263","Spring 2026","202630","MATH","MATH","115","MATH 115","36263 (502)","Discrete Mathematics","","Lecture","","W 5:10pm-8pm","W 5:10pm-8pm [Lecture (Class)]","Rebouh, Mousa (W00228633) [Primary, 100%]","JDVL 805","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","9","35","0","0","0","W","","","","","","","","","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"914","34248","Spring 2026","202630","MATH","MATH","115","MATH 115","34248 (961)","Discrete Mathematics","Discrete Mathematics","Online Hybrid","","Sa 8:40am-9:30am","Sa 8:40am-9:30am (05/16/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Nguyen, Sean (W99184420) [Primary, 100%]","HBB 380; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","28","40","32","0","0","DI","","","","","","","","Room Request: Same room as MATH 98-34921 and STAT 80-36280","","This class requires one in-person meeting and the use of Canvas. The in-person meeting will be held on Saturday, May 16th, from 8:30 am to 9:30 am for the Final Exam. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/snguyen"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"249","30901","Spring 2026","202630","MATH","MATH","115","MATH 115","30901 (962)","Discrete Mathematics","Discrete Mathematics","Online Hybrid","","T 5:10pm-6:25pm","T 5:10pm-6:25pm [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Nguyen, Sean (W99184420) [Primary, 100%]","JDVL 804; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","20","40","30","0","0","DI","","","","","","","","Room Request: BATL 713 or a smart classroom with a teacher workstation","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/snguyen"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 120 - Linear Algebra"
,"1155","34900","Spring 2026","202630","MATH","MATH","120","MATH 120","34900 (502)","Linear Algebra","Linear Algebra","Lecture","","W 5:10pm-8pm","W 5:10pm-8pm [Lecture (Class)]","Ivanov, Dmitriy (W00219603) [Primary, 100%]","JDVL 810","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason;  Honors Available; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","26","35","35","0","0","W","","","","","","","","","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2232","36264","Spring 2026","202630","MATH","MATH","120","MATH 120","36264 (962)","Linear Algebra","","Online Hybrid","","Sa 10:10am-12pm","Sa 10:10am-12pm (03/14/2026) [Lecture (Class)]; Sa 10:10am-12pm (05/16/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Rankenburg, Peter (@00280788) [Primary, 100%]","CHNB 1405; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Chinatown/North Beach","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason;  Honors Available; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","38","40","0","0","0","DI","","","","","","","","Room Request: CHNB 1405","","This class requires two in-person meetings and the use of Canvas. The two in-person meetings are for the Midterm Exam (03/14) and the Final Exam (05/16). Both exams are held from 10:00 am - 12:00 pm at the Chinatown/North Beach Center. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://ccsf.instructure.com/courses/55854"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 130 - Linear Alg & Diff Equations"
,"77","30249","Spring 2026","202630","MATH","MATH","130","MATH 130","30249 (001)","Linear Alg & Diff Equations","Linear Algebra and Differential Equations","Lecture","","TR 2:10pm-4:25pm","TR 2:10pm-4:25pm [Lecture (Class)]","Lee, Theodore (W00001670) [Primary, 100%]","BATL 611 - Smart Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","16","35","35","0","0","W","","","","","","","","Room Request: BATL 611 or Batmale 6th/7th floor, Smart Classroom","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1494","35463","Spring 2026","202630","MATH","MATH","130","MATH 130","35463 (501)","Linear Alg & Diff Equations","Linear Algebra and Differential Equations","Lecture","","TR 5:10pm-7:25pm","TR 5:10pm-7:25pm [Lecture (Class)]","Ivanov, Dmitriy (W00219603) [Primary, 100%]","JDVL 810","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason;  Honors Available; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","53","35","42","0","0","W","","","","","","","","Room Request: JDVL (810)","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1850","36001","Spring 2026","202630","MATH","MATH","130","MATH 130","36001 (961)","Linear Alg & Diff Equations","Linear Algebra and Differential Equations","Online Hybrid","","F 11:10am-1pm","F 11:10am-1pm (03/13/2026) [Lecture (Class)]; F 11:10am-1pm (05/15/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bass, Jamey (@00229580) [Primary, 100%]","HBB 398; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","32","40","31","0","0","DI","","","","","","","","Room Request: BATL 753 or same room as MATH 110B (963)","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"MATH 70 - Liberal Arts Math"
,"1159","34904","Spring 2026","202630","MATH","MATH"," 70","MATH 70","34904 (001)","Liberal Arts Math","Liberal Arts Math","Lecture","","MW 11:10am-12:25pm","MW 11:10am-12:25pm [Lecture (Class)]","Lockman, Kendra (@00242494) [Primary, 100%]","JDVL 804","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","11","35","31","0","0","W","","","","","","","","Room Request: Batmale 753 or a smart classroom with a teacher workstation","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"582","32350","Spring 2026","202630","MATH","MATH"," 70","MATH 70","32350 (002)","Liberal Arts Math","Liberal Arts Math","Lecture","","MW 11:40am-12:55pm","MW 11:40am-12:55pm [Lecture (Class)]","Nanjo, Jean (W00700703) [Primary, 100%]","CLOU 266 - Smart Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","25","35","22","0","0","W","","","","","","","","Room Request: HC 213 (or HC 205) or a smart classroom with a teacher workstation and the same as MATH 110B (001)","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"915","34249","Spring 2026","202630","MATH","MATH"," 70","MATH 70","34249 (003)","Liberal Arts Math","Liberal Arts Math","Lecture","","MW 1:10pm-2:25pm","MW 1:10pm-2:25pm [Lecture (Class)]","Maoujoudi, Abdelhak (@00286331) [Primary, 100%]","JDVL 803","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","23","35","18","0","0","W","","","","","","","","Room Request: A smart classroom with a teacher workstation","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1156","34901","Spring 2026","202630","MATH","MATH"," 70","MATH 70","34901 (004)","Liberal Arts Math","Liberal Arts Math","Lecture","","TR 11:10am-1:15pm","TR 11:10am-1:15pm [Lecture (Class)]","Greenberg, Mike (@00243537) [Primary, 100%]","JDVL 809","Active","12 week session (2/23/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","33","35","31","0","0","D","","","","","","","","Room Request: JDVL 805 or smart classroom with teacher workstation","","This 12-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2024","36265","Spring 2026","202630","MATH","MATH"," 70","MATH 70","36265 (007)","Liberal Arts Math","","Lecture","","MW 10:10am-11:25am","MW 10:10am-11:25am [Lecture (Class)]","Maxwell, Michael (@00126534) [Primary, 100%]","CLOU 261 - Smart Classroom","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","22","35","0","0","0","W","","","","","","","","Room Request: Smart classroom with teacher workstation","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2025","36266","Spring 2026","202630","MATH","MATH"," 70","MATH 70","36266 (008)","Liberal Arts Math","","Lecture","","TR 10:10am-11:25am","TR 10:10am-11:25am [Lecture (Class)]","Lee, Hyang-Sug (Suely) (@00330156) [Primary, 100%]","HC 205","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","27","35","0","0","0","W","","","","","","","","Room Request: A smart classroom with a teacher workstation","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2237","36268","Spring 2026","202630","MATH","MATH"," 70","MATH 70","36268 (012)","Liberal Arts Math","","Lecture","","MW 2:40pm-3:55pm","MW 2:40pm-3:55pm [Lecture (Class)]","Hellerstein, Nathaniel (W00000124) [Primary, 100%]","JDVL 803","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","22","35","0","0","0","W","","","","","","","","","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1160","34905","Spring 2026","202630","MATH","MATH"," 70","MATH 70","34905 (201)","Liberal Arts Math","Liberal Arts Math","Lecture","","T 6:10pm-9pm","T 6:10pm-9pm [Lecture (Class)]","Dadmehr, Shireen (WA2985154) [Primary, 100%]","JAD 100 - Classroom ","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","John Adams","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","26","35","27","0","0","W","","","","","","","","Room Request: A classroom with windows","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the John Adams Center.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1727","35842","Spring 2026","202630","MATH","MATH"," 70","MATH 70","35842 (503)","Liberal Arts Math","Liberal Arts Math","Lecture","","TR 4:10pm-5:25pm","TR 4:10pm-5:25pm [Lecture (Class)]","Bradach, Kyle (S00015786) [Primary, 100%]","JDVL 801","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","3","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","26","35","12","0","0","W","","","","","","","","","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
